	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Durusdinium12375	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3	0	0	0	2	0	4	
Durusdinium12376	3	10	2	0	0	0	0	0	10	0	8	13	7	5	16	0	0	14	0	0	0	6	7	8	
Durusdinium12377	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	
Durusdinium12379	6	3	7	13	0	0	0	0	28	3	12	44	29	45	20	0	6	47	10	0	32	33	20	49	
Durusdinium12380	0	2	8	2	0	0	0	0	7	0	10	10	7	4	5	0	0	7	1	0	0	3	1	14	
Durusdinium12381	0	0	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium12382	0	0	2	0	0	0	0	0	1	0	3	5	2	1	3	0	0	0	0	0	1	0	0	4	
Durusdinium12386	4	5	43	40	0	0	0	0	8	7	7	19	19	27	16	0	0	27	15	0	16	16	14	18	
Durusdinium12388	0	0	0	0	0	0	0	0	1	0	0	4	3	2	5	0	0	4	0	0	1	4	0	0	
Durusdinium12389	0	0	0	6	0	0	0	0	0	0	2	4	3	0	2	0	2	6	0	0	0	8	3	3	
Durusdinium12393	1	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	
Durusdinium12395	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	
Durusdinium12396	2	5	6	14	0	0	0	0	25	0	10	20	26	16	22	0	0	17	12	0	7	11	2	26	
Durusdinium12397	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	
Durusdinium124	0	0	0	0	0	0	0	0	3	0	0	4	0	3	0	0	0	1	0	0	0	1	0	0	
Durusdinium12404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium12405	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	
Durusdinium12406	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	
Durusdinium12409	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium12410	6	1	9	0	0	0	0	0	15	0	2	5	3	12	4	0	0	8	0	0	10	1	0	6	
Durusdinium12417	0	0	0	1	0	0	0	0	4	0	1	2	0	3	0	0	0	0	0	0	0	3	0	0	
Durusdinium12419	0	0	1	0	0	0	0	0	2	0	2	10	13	6	5	0	0	15	3	0	0	2	3	14	
Durusdinium12421	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	
Durusdinium12422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Durusdinium12423	9	11	16	1	0	0	0	0	21	0	19	52	21	19	26	0	0	36	13	0	22	30	0	36	
Durusdinium12426	9	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	
Durusdinium12427	0	0	0	0	0	0	0	0	1	0	3	3	0	1	4	0	0	2	0	0	0	2	0	7	
Durusdinium12430	1	5	2	10	0	0	0	0	4	0	3	8	3	6	12	0	0	8	0	0	0	5	0	10	
Durusdinium12431	0	0	0	1	0	0	0	0	2	0	0	2	0	5	2	0	0	4	1	0	0	1	0	4	
Durusdinium12432	0	0	0	8	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium12433	0	0	10	1	0	0	0	0	3	0	6	12	4	4	5	0	0	0	0	0	5	3	0	10	
Durusdinium12435	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	4	0	2	
Durusdinium12436	0	2	4	6	0	0	0	0	10	0	5	16	18	16	12	0	0	22	7	0	1	11	10	23	
Durusdinium12437	0	0	0	1	0	0	0	0	2	0	3	2	1	6	0	0	0	2	0	0	0	1	0	1	
Durusdinium12438	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium12443	0	4	0	0	0	0	0	0	10	0	8	19	14	12	7	0	0	11	0	0	0	6	0	14	
Durusdinium12451	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium12453	1	0	4	4	0	0	0	0	8	0	14	17	2	14	6	0	0	11	2	0	0	10	0	15	
Durusdinium12454	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
Durusdinium12457	1	6	12	7	0	0	0	0	15	0	17	32	25	17	29	0	0	37	0	0	6	14	0	45	
Durusdinium1246	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12460	0	0	1	6	0	0	0	0	10	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12463	0	2	2	1	0	0	0	0	3	0	6	0	0	2	0	0	0	4	0	0	0	3	0	0	
Durusdinium12466	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	
Durusdinium12467	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium1247	3	2	0	3	0	0	0	0	1	0	4	9	14	5	5	0	0	6	0	0	0	4	0	14	
Durusdinium12471	0	2	14	7	0	0	0	0	19	0	0	8	8	15	4	0	2	11	4	0	2	12	0	16	
Durusdinium12472	0	1	0	0	0	0	0	0	4	0	0	1	0	3	4	0	0	1	0	0	0	3	0	8	
Durusdinium12474	0	1	0	0	0	0	0	0	2	0	4	6	2	4	14	0	0	15	0	0	4	4	0	7	
Durusdinium12478	0	0	8	1	0	0	0	0	3	0	2	4	0	10	4	0	0	6	0	0	1	1	0	1	
Durusdinium12479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	
Durusdinium1248	3	14	28	23	0	0	0	0	20	0	14	67	36	46	51	0	0	53	20	0	1	29	6	54	
Durusdinium12481	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium12482	8	0	3	0	0	0	0	0	3	2	6	9	7	11	7	0	0	6	8	0	10	4	2	5	
Durusdinium12483	0	0	0	1	0	0	0	0	1	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	
Durusdinium12487	1	5	8	7	0	0	0	0	19	1	7	17	19	20	8	0	0	31	3	0	2	18	1	40	
Durusdinium12488	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium1249	0	0	0	0	0	0	0	0	0	0	2	4	3	0	2	0	0	0	0	0	0	0	0	1	
Durusdinium12490	3	0	7	4	0	0	0	0	12	0	5	11	9	5	10	0	0	14	1	0	0	2	2	4	
Durusdinium12494	0	0	2	1	0	0	0	0	2	0	12	8	6	8	2	0	0	6	0	0	7	1	0	7	
Durusdinium125	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium1250	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
Durusdinium12500	0	0	10	0	0	0	0	0	4	0	1	2	5	0	2	0	0	0	0	0	5	0	0	2	
Durusdinium12501	2	3	3	12	0	0	0	0	14	4	2	19	7	7	6	0	0	20	0	0	4	8	1	20	
Durusdinium12502	8	3	3	0	0	0	0	0	18	0	4	19	8	14	17	0	1	11	10	0	10	12	3	13	
Durusdinium12503	0	0	0	0	0	0	0	0	3	0	2	2	1	5	2	0	0	5	0	0	7	4	7	10	
Durusdinium12506	2	4	0	0	0	0	0	0	6	0	1	13	8	9	7	0	0	5	6	0	1	5	0	13	
Durusdinium12507	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	4	0	0	0	5	0	5	
Durusdinium12511	4	0	2	1	0	0	0	0	2	0	2	4	2	5	17	0	0	8	2	0	0	3	5	7	
Durusdinium12514	3	0	4	3	0	0	0	0	9	0	6	19	7	10	2	0	0	9	0	0	0	6	3	20	
Durusdinium12515	0	2	15	6	0	0	0	0	20	5	7	24	20	26	27	0	0	24	5	0	3	25	3	31	
Durusdinium12517	0	0	10	0	0	0	0	0	5	0	6	15	8	8	11	0	0	6	0	0	11	7	0	18	
Durusdinium12519	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	
Durusdinium12521	9	0	5	0	0	0	0	0	3	1	7	0	5	4	0	0	0	6	0	0	0	1	0	7	
Durusdinium12524	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	2	
Durusdinium12526	0	7	5	1	0	0	0	0	17	0	2	9	11	16	10	0	0	12	6	0	16	22	9	11	
Durusdinium12527	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	3	0	0	0	1	0	1	
Durusdinium12528	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium12529	1	8	2	8	0	0	0	0	31	0	14	26	33	19	29	0	0	35	2	0	6	15	13	38	
Durusdinium12531	0	0	1	0	0	0	0	0	0	0	3	3	1	4	0	0	0	3	0	0	0	0	0	3	
Durusdinium12536	0	1	3	0	0	0	0	0	0	0	0	1	2	2	0	0	0	3	0	0	3	3	0	4	
Durusdinium12537	0	2	0	1	0	0	0	0	4	0	4	10	7	2	5	0	0	8	0	0	0	5	1	5	
Durusdinium12538	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	
Durusdinium12543	2	2	5	17	0	0	0	0	17	1	3	10	10	10	6	0	0	13	4	0	10	8	8	11	
Durusdinium12544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium1255	0	1	3	0	0	0	0	0	1	0	2	8	2	14	0	0	0	4	0	0	0	6	0	3	
Durusdinium12554	0	2	5	0	0	0	0	0	9	0	3	14	4	3	13	0	0	7	0	0	0	3	0	9	
Durusdinium12557	1	0	3	0	0	0	0	0	13	0	0	9	7	6	0	0	0	13	11	0	0	0	0	8	
Durusdinium12560	0	0	0	1	0	0	0	0	4	0	4	1	2	6	0	0	0	0	0	0	0	0	0	2	
Durusdinium12565	4	0	1	1	0	0	0	0	15	1	1	5	4	6	10	0	0	13	0	0	0	6	8	7	
Durusdinium12568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
Durusdinium12569	0	0	5	1	0	0	0	0	2	0	1	3	5	3	5	0	0	1	0	0	0	1	1	5	
Durusdinium12570	0	3	0	0	0	0	0	0	4	0	6	12	10	11	1	0	0	10	7	0	0	6	0	10	
Durusdinium12572	0	0	0	0	0	0	0	0	6	0	0	1	3	2	1	0	0	0	0	0	0	0	0	2	
Durusdinium12574	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium12584	0	0	1	0	0	0	0	0	8	0	1	5	4	3	1	0	0	6	0	0	2	6	0	7	
Durusdinium12586	4	10	4	0	0	0	0	0	13	0	12	18	14	15	14	0	0	32	0	0	9	13	13	16	
Durusdinium12587	0	0	16	3	0	0	0	0	16	0	14	24	38	8	31	0	0	28	0	0	1	18	11	18	
Durusdinium12590	0	0	5	1	0	0	0	0	2	5	4	12	3	4	9	0	0	10	0	0	0	4	0	11	
Durusdinium1260	0	0	4	0	0	0	0	0	2	0	0	9	1	5	1	0	0	9	0	0	0	4	0	5	
Durusdinium12604	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12608	1	1	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	7	0	0	0	2	0	0	
Durusdinium1261	0	1	0	1	0	0	0	0	6	0	7	15	8	10	4	0	0	6	0	0	1	3	0	14	
Durusdinium12615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	
Durusdinium12616	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium12618	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	6	
Durusdinium1262	0	0	0	0	0	0	0	0	3	0	2	3	2	2	3	0	0	0	1	0	0	1	0	1	
Durusdinium12624	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium1263	0	2	5	1	0	0	0	0	13	0	6	17	12	4	4	0	0	13	0	0	1	10	6	13	
Durusdinium12630	10	9	3	14	0	0	0	0	8	4	3	10	6	14	8	0	0	12	7	0	14	14	2	20	
Durusdinium12637	0	0	0	2	0	0	0	0	7	1	4	15	6	14	1	0	0	17	0	0	0	10	0	16	
Durusdinium12639	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	
Durusdinium12643	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium12644	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12647	3	4	7	10	0	0	0	0	21	0	13	18	19	18	13	0	0	17	3	0	3	7	0	27	
Durusdinium12648	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12649	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12652	1	0	2	4	0	0	0	0	7	0	3	18	5	6	16	0	0	3	0	0	3	2	0	18	
Durusdinium12656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium12658	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium12659	1	0	3	1	0	0	0	0	3	0	2	1	7	5	4	0	0	7	0	0	0	1	0	7	
Durusdinium1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium12667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12668	0	1	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	5	0	0	2	
Durusdinium12669	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12680	0	2	4	5	0	0	0	0	6	0	9	3	3	5	5	0	0	0	0	0	1	4	0	8	
Durusdinium12681	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	
Durusdinium12683	0	0	2	0	0	0	0	0	11	0	6	3	5	4	8	0	0	12	0	0	0	5	0	7	
Durusdinium12686	7	3	7	18	0	0	0	0	11	0	4	24	16	12	7	0	0	29	5	0	2	9	0	11	
Durusdinium12687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium12692	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium12696	1	1	1	5	0	0	0	0	4	4	1	5	3	3	2	0	0	2	9	0	0	0	0	3	
Durusdinium1270	0	0	0	0	0	0	0	0	7	0	2	1	2	3	2	0	0	2	0	0	0	0	10	1	
Durusdinium12700	0	5	1	3	0	0	0	0	23	2	6	29	19	23	14	0	0	26	18	0	1	23	8	40	
Durusdinium12702	0	0	0	0	0	0	0	0	0	2	1	4	2	3	4	0	0	3	1	0	0	0	0	3	
Durusdinium12706	11	10	7	15	0	0	0	0	30	9	17	33	26	35	24	0	0	26	17	0	20	46	6	48	
Durusdinium12707	0	1	5	0	0	0	0	0	2	0	5	13	5	5	4	0	0	11	0	0	0	8	6	9	
Durusdinium1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	
Durusdinium12710	0	0	1	0	0	0	0	0	2	0	2	4	2	2	2	0	0	1	0	0	0	3	0	2	
Durusdinium12711	0	0	1	0	0	0	0	0	10	0	2	12	1	3	3	0	0	10	0	0	0	1	0	11	
Durusdinium12714	8	0	0	0	0	0	0	0	0	2	6	9	5	9	5	0	0	3	0	0	0	9	0	9	
Durusdinium12717	0	1	4	0	0	0	0	0	3	0	5	2	2	1	7	0	0	9	0	0	9	1	0	5	
Durusdinium1272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium12722	0	5	1	2	0	0	0	0	2	0	3	9	2	3	3	0	0	1	0	0	2	1	1	5	
Durusdinium12724	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12725	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12726	0	0	0	2	0	0	0	0	0	0	1	3	2	7	12	0	0	1	7	0	0	5	0	13	
Durusdinium12727	0	1	0	0	0	0	0	0	10	0	3	8	11	10	10	0	0	9	0	0	0	0	0	12	
Durusdinium12728	0	0	5	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13	4	0	0	
Durusdinium1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	
Durusdinium12730	7	0	1	1	0	0	0	0	7	0	1	6	6	5	3	0	0	7	0	0	0	14	0	11	
Durusdinium12735	0	0	0	1	0	0	0	0	3	3	1	7	4	3	3	0	0	3	0	0	1	4	0	3	
Durusdinium12741	4	1	2	6	0	0	0	0	3	0	3	6	1	9	3	0	0	8	0	0	0	2	0	5	
Durusdinium12742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
Durusdinium12743	1	8	5	4	0	0	0	0	13	0	13	17	10	12	10	0	0	13	0	0	5	8	5	18	
Durusdinium12746	1	5	9	7	0	0	0	0	1	0	24	4	12	19	10	0	0	5	2	0	12	16	0	4	
Durusdinium12748	0	0	0	0	0	0	0	0	0	0	1	2	2	1	3	0	0	0	0	0	0	0	0	1	
Durusdinium12754	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	
Durusdinium12756	2	0	1	0	0	0	0	0	2	0	1	8	2	1	0	0	0	1	0	0	0	0	0	4	
Durusdinium12759	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
Durusdinium1276	0	1	2	0	0	0	0	0	3	0	1	6	1	5	5	0	0	2	0	0	0	1	0	6	
Durusdinium12760	16	0	2	10	0	0	0	0	3	0	7	12	5	15	9	0	0	12	0	0	6	11	12	16	
Durusdinium12768	0	0	0	0	0	0	0	0	6	0	1	4	0	1	7	0	0	9	0	0	0	4	0	8	
Durusdinium12769	2	2	2	2	0	0	0	0	8	0	8	7	5	12	1	0	0	23	2	0	1	8	5	18	
Durusdinium12770	0	1	1	0	0	0	0	0	11	0	4	5	5	13	7	0	0	14	0	0	0	0	0	1	
Durusdinium12772	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	
Durusdinium12774	0	0	0	3	0	0	0	0	0	0	1	6	2	5	0	0	0	1	0	0	0	3	0	7	
Durusdinium12776	0	0	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	1	0	0	0	2	0	2	
Durusdinium12779	7	0	1	9	0	0	0	0	6	0	5	17	4	8	9	0	0	11	0	0	1	6	0	18	
Durusdinium12780	0	0	1	0	0	0	0	0	3	0	2	2	4	2	3	0	5	5	0	0	3	3	0	3	
Durusdinium12781	0	6	11	9	0	0	0	0	12	7	6	15	4	4	3	0	0	11	11	0	12	14	17	22	
Durusdinium12783	0	1	5	7	0	0	0	0	1	0	4	13	7	3	6	0	0	3	0	0	1	5	0	8	
Durusdinium1279	0	5	0	8	0	0	0	0	5	0	1	6	6	2	3	0	0	5	0	0	0	7	2	11	
Durusdinium12793	0	0	1	2	0	0	0	0	6	0	6	2	2	9	5	0	0	3	0	0	12	5	6	17	
Durusdinium12798	0	1	2	1	0	0	0	0	1	0	3	1	5	4	6	0	0	1	0	0	0	0	0	8	
Durusdinium12799	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	
Durusdinium12803	0	1	2	7	0	0	0	0	15	0	4	9	12	9	5	0	0	9	0	0	12	5	0	9	
Durusdinium12804	0	1	0	0	0	0	0	0	1	0	2	9	2	2	3	0	0	2	0	0	0	4	0	3	
Durusdinium12810	0	0	2	4	0	0	0	0	2	0	1	5	7	8	6	0	0	3	0	0	1	2	0	4	
Durusdinium12818	2	3	1	5	0	0	0	0	11	0	4	10	8	12	9	0	0	10	0	0	4	10	0	10	
Durusdinium1282	0	7	10	12	0	0	0	0	37	0	21	49	31	17	43	0	0	47	0	0	13	22	0	62	
Durusdinium12820	0	0	1	1	0	0	0	0	1	0	3	0	0	2	0	0	0	2	0	0	0	4	0	0	
Durusdinium12823	0	2	8	0	0	0	0	0	8	0	10	16	19	17	14	0	0	21	4	0	14	5	2	29	
Durusdinium12829	0	0	0	0	0	0	0	0	7	0	3	0	4	1	0	0	0	1	0	0	0	5	0	1	
Durusdinium12833	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Durusdinium12834	6	2	18	5	0	0	0	0	31	3	15	21	22	23	15	0	0	27	0	0	4	26	1	61	
Durusdinium12838	0	0	0	0	0	0	0	0	1	0	5	1	1	2	1	0	0	3	0	0	0	1	0	3	
Durusdinium1284	0	0	0	0	0	0	0	0	0	0	1	4	3	2	0	0	0	3	0	0	0	3	0	4	
Durusdinium12845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium12848	3	5	45	18	0	0	0	0	73	0	31	110	64	71	77	0	4	91	7	0	33	50	13	118	
Durusdinium1285	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	1	
Durusdinium12852	0	1	2	1	0	0	0	0	13	0	5	13	17	23	14	0	0	17	0	0	7	8	2	22	
Durusdinium12853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium12856	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	2	0	0	0	1	0	1	
Durusdinium12858	0	1	1	0	0	0	0	0	6	0	0	4	5	2	4	0	0	1	0	0	0	0	3	3	
Durusdinium12859	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	6	0	0	0	0	2	
Durusdinium1286	0	0	0	7	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	6	
Durusdinium12866	0	4	2	8	0	0	0	0	22	2	13	22	14	14	16	0	6	15	3	0	3	17	1	28	
Durusdinium12869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium1287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	
Durusdinium12871	0	0	0	1	0	0	0	0	1	0	2	5	2	5	2	0	0	0	0	0	0	1	0	1	
Durusdinium12876	0	0	0	0	0	0	0	0	7	0	3	8	2	8	3	0	0	5	0	0	0	3	1	6	
Durusdinium12877	0	0	6	1	0	0	0	0	4	0	2	4	6	14	6	0	0	7	0	0	9	0	0	5	
Durusdinium12879	0	0	4	0	0	0	0	0	0	0	4	3	1	3	5	0	0	1	0	0	0	1	0	5	
Durusdinium1288	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	
Durusdinium12881	0	0	0	9	0	0	0	0	0	0	1	1	2	3	0	0	0	1	0	0	0	0	0	4	
Durusdinium12883	2	4	2	1	0	0	0	0	4	0	0	10	12	8	10	0	0	4	0	0	0	4	1	13	
Durusdinium12888	2	2	7	3	0	0	0	0	14	1	7	9	9	13	13	0	0	15	23	0	7	13	1	23	
Durusdinium12895	0	0	1	0	0	0	0	0	0	0	2	2	3	2	4	0	0	0	0	0	0	0	0	4	
Durusdinium1290	0	1	8	2	0	0	0	0	6	0	6	19	17	25	13	0	0	14	0	0	12	10	3	18	
Durusdinium12902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium12904	0	2	0	2	0	0	0	0	1	0	6	2	7	5	3	0	0	6	0	0	0	3	4	7	
Durusdinium12905	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	
Durusdinium12916	9	5	6	10	0	0	0	0	31	3	17	49	32	39	28	0	0	30	6	0	8	20	3	50	
Durusdinium1292	7	0	11	14	0	0	0	0	9	0	3	15	9	14	9	0	0	6	0	0	0	8	0	22	
Durusdinium12922	0	0	5	0	0	0	0	0	3	1	4	6	7	9	12	0	0	9	1	0	0	1	3	17	
Durusdinium12927	0	0	2	6	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	
Durusdinium12935	0	2	3	8	0	0	0	0	7	1	9	7	5	8	7	0	2	12	1	0	5	6	0	6	
Durusdinium12937	2	9	23	30	0	0	0	0	64	0	37	65	39	74	47	0	0	118	8	0	3	46	2	109	
Durusdinium12938	0	7	7	25	0	0	0	0	51	0	20	34	36	39	62	0	0	29	0	0	2	26	15	44	
Durusdinium12940	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	
Durusdinium12946	0	0	1	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	
Durusdinium12947	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium12952	0	4	5	1	0	0	0	0	18	0	17	29	26	15	17	0	0	24	0	0	2	19	0	33	
Durusdinium12956	0	0	0	5	0	0	0	0	7	0	8	7	6	0	9	0	0	9	0	0	0	6	0	7	
Durusdinium12958	0	0	0	0	0	0	0	0	3	1	2	3	0	3	0	0	0	5	3	0	0	0	0	6	
Durusdinium12963	2	5	0	2	0	0	0	0	1	0	4	9	7	7	12	0	0	7	0	0	0	6	0	15	
Durusdinium12967	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	
Durusdinium12968	0	0	0	0	0	0	0	0	1	0	2	3	0	1	0	0	0	1	0	0	1	1	0	1	
Durusdinium12979	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium12980	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	0	0	
Durusdinium12986	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	
Durusdinium12990	0	1	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0	0	4	
Durusdinium12991	0	0	0	7	0	0	0	0	10	0	0	2	2	4	1	0	0	9	0	0	0	5	0	6	
Durusdinium12993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium12998	0	0	0	0	0	0	0	0	1	0	1	1	2	1	2	0	0	1	0	0	0	1	0	1	
Durusdinium130	0	8	13	14	0	0	0	0	24	2	35	41	26	22	19	0	0	42	4	0	12	31	4	59	
Durusdinium13008	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	1	0	0	0	0	0	3	
Durusdinium13010	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	
