gene,lfc
Ofaveolata000002,-0.216480955821343
Ofaveolata000004,-0.893191005963264
Ofaveolata000006,-0.680311179244845
Ofaveolata000009,-1.99376734956392
Ofaveolata000010,1.46973179058821
Ofaveolata000011,-0.406058600027442
Ofaveolata000012,-2.52025981968916
Ofaveolata000013,0.89741685289052
Ofaveolata000014,-1.03532172808913
Ofaveolata000015,1.18709574744692
Ofaveolata000016,-0.497467905459848
Ofaveolata000018,-0.205476483617211
Ofaveolata000019,-0.150050141901002
Ofaveolata000020,-0.186377947188012
Ofaveolata000021,1.32526639340425
Ofaveolata000022,-0.429413643091968
Ofaveolata000023,1.00770817458728
Ofaveolata000028,1.19686438525816
Ofaveolata000035,1.24673877475539
Ofaveolata000037,-0.144805166791237
Ofaveolata000039,-0.781376044000819
Ofaveolata000042,-0.209976042441164
Ofaveolata000045,-0.865133595731316
Ofaveolata000046,0.70765641863682
Ofaveolata000047,-2.75214783328781
Ofaveolata000048,-0.817174559442731
Ofaveolata000049,1.10269540706169
Ofaveolata000050,0.315020050840114
Ofaveolata000052,-0.00852615285969179
Ofaveolata000053,0.925530580199113
Ofaveolata000057,-0.45950129722716
Ofaveolata000058,-0.780352179572439
Ofaveolata000062,1.40356239517714
Ofaveolata000063,-0.771447354812268
Ofaveolata000069,-1.47833199140063
Ofaveolata000070,0.296844163860818
Ofaveolata000073,-1.60275313836404
Ofaveolata000074,-0.7547298649428
Ofaveolata000075,-4.3154376634591
Ofaveolata000076,-0.541587287025424
Ofaveolata000079,2.06363415701249
Ofaveolata000085,-1.339257697437
Ofaveolata000087,-1.88293907056471
Ofaveolata000091,5.6037517215239
Ofaveolata000095,-0.768838921250155
Ofaveolata000097,-0.590922080048824
Ofaveolata000099,-0.191133593143334
Ofaveolata000101,0.307650729525532
Ofaveolata000102,-0.461996417998116
Ofaveolata000104,0.0852825004698991
Ofaveolata000105,-0.229914943780028
Ofaveolata000106,-1.00669158785003
Ofaveolata000107,-0.605982195004282
Ofaveolata000108,-0.353447316099563
Ofaveolata000109,-0.95961307436824
Ofaveolata000113,0.0782593606563916
Ofaveolata000114,0.358646151978584
Ofaveolata000117,0.93100193673259
Ofaveolata000124,-1.95332929025985
Ofaveolata000125,0.842846181826986
Ofaveolata000126,-1.04483418515656
Ofaveolata000127,-0.162195531140097
Ofaveolata000128,0.39901217939582
Ofaveolata000129,0.412952378826771
Ofaveolata000131,-0.447251121433318
Ofaveolata000132,-1.04413806796657
Ofaveolata000134,1.0851630508415
Ofaveolata000136,-1.73603656110729
Ofaveolata000138,2.42319857906829
Ofaveolata000139,-0.729723240542951
Ofaveolata000140,0.109043182738193
Ofaveolata000141,-1.33294257162151
Ofaveolata000143,-0.0459221286874287
Ofaveolata000144,-0.115489198958868
Ofaveolata000145,2.61110553439473
Ofaveolata000146,0.825926483376462
Ofaveolata000147,0.828766689485177
Ofaveolata000148,-2.29764852367349
Ofaveolata000150,-0.821089267211621
Ofaveolata000151,0.644007968467826
Ofaveolata000152,-1.79910817356164
Ofaveolata000153,0.161550734904201
Ofaveolata000154,0.256392121890721
Ofaveolata000161,0.267442137308169
Ofaveolata000162,0.456599648931891
Ofaveolata000163,-1.55878943256123
Ofaveolata000164,-0.975296810222063
Ofaveolata000166,-0.713205518079533
Ofaveolata000172,-0.0488595980513813
Ofaveolata000173,0.316924008121795
Ofaveolata000174,-1.21562260280618
Ofaveolata000175,0.51400559581494
Ofaveolata000176,-0.948090446098875
Ofaveolata000187,0.980491352714707
Ofaveolata000188,-0.48688212818475
Ofaveolata000189,0.297743253455898
Ofaveolata000190,1.50456329955847
Ofaveolata000192,-2.58135920411
Ofaveolata000194,1.768018442996
Ofaveolata000196,-0.592576366597224
Ofaveolata000197,-0.945611764103105
Ofaveolata000198,-0.0224061527362259
Ofaveolata000199,-2.46751693377254
Ofaveolata000200,-0.396111416835165
Ofaveolata000201,-1.88326928145471
Ofaveolata000203,1.06925564179052
Ofaveolata000205,2.90190652995059
Ofaveolata000213,0.283445662132024
Ofaveolata000214,-1.30715392921314
Ofaveolata000215,-0.641945561285817
Ofaveolata000216,0.352467097320913
Ofaveolata000218,-0.416550195378943
Ofaveolata000220,-0.621376949713063
Ofaveolata000221,0.761639448140892
Ofaveolata000222,-0.0248471578088888
Ofaveolata000223,0.232655213393448
Ofaveolata000225,1.10661592660344
Ofaveolata000226,1.12045959332444
Ofaveolata000228,1.00130069740842
Ofaveolata000229,1.9560144662985
Ofaveolata000230,0.364752844577791
Ofaveolata000233,1.84514770319108
Ofaveolata000234,-1.26541130332122
Ofaveolata000236,-1.52606659413479
Ofaveolata000240,0.170365170675104
Ofaveolata000241,1.08667589177557
Ofaveolata000242,-0.752234352526511
Ofaveolata000243,0.99163457404869
Ofaveolata000247,-0.0144486448353186
Ofaveolata000248,2.69801437046903
Ofaveolata000249,-0.227614018179155
Ofaveolata000250,0.50017249962363
Ofaveolata000251,-2.15811430268178
Ofaveolata000252,3.20919492782252
Ofaveolata000254,-1.12229740503508
Ofaveolata000255,-0.98780709033699
Ofaveolata000256,0.781956977865926
Ofaveolata000258,-1.225946228514
