gene,lpv
Ofaveolata000002,0.167368731903344
Ofaveolata000004,0.301587343626703
Ofaveolata000006,0.194799828425182
Ofaveolata000009,0.328388031035448
Ofaveolata000010,0.738547994430357
Ofaveolata000011,0.111450390741663
Ofaveolata000012,0.736966398206627
Ofaveolata000013,0.019896351106965
Ofaveolata000014,1.04028532175283
Ofaveolata000015,0.841558920768338
Ofaveolata000016,0.14288113552126
Ofaveolata000018,0.128876229677513
Ofaveolata000019,0.00798438838847313
Ofaveolata000020,0.0749598419527839
Ofaveolata000021,0.373801413221481
Ofaveolata000022,0.159689128710183
Ofaveolata000023,0.042279730381396
Ofaveolata000028,0.908594226093797
Ofaveolata000035,0.0263728697397593
Ofaveolata000037,0.0518102976955309
Ofaveolata000039,0.595502082014754
Ofaveolata000042,0.31288539023535
Ofaveolata000045,0.907096492564311
Ofaveolata000046,0.0546701538905563
Ofaveolata000047,0.965687089694629
Ofaveolata000048,0.350767058626164
Ofaveolata000049,0.372382382749195
Ofaveolata000050,0.0239785215330025
Ofaveolata000052,0.0552935397216939
Ofaveolata000053,0.95978998362294
Ofaveolata000057,0.171081161341458
Ofaveolata000058,0.102245490654853
Ofaveolata000062,0.479305816721442
Ofaveolata000063,1.53043748786684
Ofaveolata000069,0.160856864159727
Ofaveolata000070,0.0471942958526717
Ofaveolata000073,0.59286371431908
Ofaveolata000074,0.262636411114267
Ofaveolata000075,2.12502058270594
Ofaveolata000076,0.234172958463947
Ofaveolata000079,0.301102831782565
Ofaveolata000085,0.512136811620363
Ofaveolata000087,0.329933786901098
Ofaveolata000091,3.19619575824076
Ofaveolata000095,0.0623024761439413
Ofaveolata000097,0.952013570718868
Ofaveolata000099,0.467036764861983
Ofaveolata000101,0
Ofaveolata000102,0.285697444215093
Ofaveolata000104,0.0629289127208449
Ofaveolata000105,0.000957599940284547
Ofaveolata000106,0.669578232227365
Ofaveolata000107,0.588748542510745
Ofaveolata000108,0.0416153897394303
Ofaveolata000109,0.602726482562848
Ofaveolata000113,0.147302530867559
Ofaveolata000114,0.127136730936453
Ofaveolata000117,0.0898908915406226
Ofaveolata000124,1.11072856069323
Ofaveolata000125,0.451825515709946
Ofaveolata000126,0.262418856017542
Ofaveolata000127,0.217919589715022
Ofaveolata000128,0.191460399936193
Ofaveolata000129,0.0231995430065815
Ofaveolata000131,0.99641902871644
Ofaveolata000132,0.115810145379698
Ofaveolata000134,0.373840579413984
Ofaveolata000136,1.30778028830634
Ofaveolata000138,3.21437922052303
Ofaveolata000139,0.187360942338904
Ofaveolata000140,0.238207662962812
Ofaveolata000141,1.42164068614706
Ofaveolata000143,0.0454034008809502
Ofaveolata000144,0.0114254059305791
Ofaveolata000145,0.179778053148468
Ofaveolata000146,0.0997886003241738
Ofaveolata000147,0.809800464291574
Ofaveolata000148,1.42022783603809
Ofaveolata000150,0.173972047022944
Ofaveolata000151,0.000496524476079266
Ofaveolata000152,0.477068552819529
Ofaveolata000153,0.0447897368186101
Ofaveolata000154,0.249773525324643
Ofaveolata000161,0.0965586429194485
Ofaveolata000162,0.34016018827462
Ofaveolata000163,0.672491210017647
Ofaveolata000164,0.201445054634694
Ofaveolata000166,2.17138086992707
Ofaveolata000172,0.0354108949268859
Ofaveolata000173,0
Ofaveolata000174,0.305071810257423
Ofaveolata000175,0.0761322369606241
Ofaveolata000176,0.0943525436797469
Ofaveolata000187,0.288069357976945
Ofaveolata000188,0.445219387415796
Ofaveolata000189,0.059405015014109
Ofaveolata000190,0.95191762886222
Ofaveolata000192,1.51323523555974
Ofaveolata000194,0.0852160221010416
Ofaveolata000196,0.185987681836572
Ofaveolata000197,0.379386519714395
Ofaveolata000198,0.0398618958317309
Ofaveolata000199,0.730577590310204
Ofaveolata000200,0.0259416169178894
Ofaveolata000201,1.18572034609629
Ofaveolata000203,1.34907270293443
Ofaveolata000205,1.30644061682745
Ofaveolata000213,0.418580536548849
Ofaveolata000214,2.02595446526013
Ofaveolata000215,0.544734614185631
Ofaveolata000216,0.213409379644674
Ofaveolata000218,0.973696180973011
Ofaveolata000220,0.290272133408943
Ofaveolata000221,0.110373445107315
Ofaveolata000222,0.00604737910902273
Ofaveolata000223,0.0326715136996025
Ofaveolata000225,0.534783486936031
Ofaveolata000226,1.8003440101831
Ofaveolata000228,0.0946864753231616
Ofaveolata000229,2.36211321824165
Ofaveolata000230,1.76723093674695
Ofaveolata000233,0.295669885603015
Ofaveolata000234,0.568487639329077
Ofaveolata000236,0.251006639293707
Ofaveolata000240,0.071009125524902
Ofaveolata000241,0
Ofaveolata000242,1.11609242074741
Ofaveolata000243,0.161691864175912
Ofaveolata000247,0.000550115680584579
Ofaveolata000248,0.102735404337799
Ofaveolata000249,0.184797123797714
Ofaveolata000250,0.258437803145676
Ofaveolata000251,1.36186600062267
Ofaveolata000252,0.931693962137108
Ofaveolata000254,0.685919029282948
Ofaveolata000255,0.830566695064664
Ofaveolata000256,0.224744099163244
Ofaveolata000258,0.152648027167591
Ofaveolata000259,1.20617205251407
Ofaveolata000260,0.0685660968082326
Ofaveolata000261,0.115208673044592
Ofaveolata000263,1.39098465758782
Ofaveolata000265,0.358989268059388
Ofaveolata000271,0.218593881541399
Ofaveolata000272,0.0446734992294562
Ofaveolata000273,0.0804111488369584
Ofaveolata000277,0.400586771041915
Ofaveolata000279,0.234800595084382
Ofaveolata000292,0.0543668574746064
Ofaveolata000295,0.112181988769565
