gene,lfc
Ofaveolata000002,0.0387095496510229
Ofaveolata000004,-0.716632481325931
Ofaveolata000006,0.0882656606721004
Ofaveolata000009,-1.54739520265133
Ofaveolata000010,1.1551813726957
Ofaveolata000011,-0.612678061354556
Ofaveolata000012,-2.47396520251182
Ofaveolata000013,0.973122942095274
Ofaveolata000014,-1.19216072345883
Ofaveolata000015,1.22368584218221
Ofaveolata000016,0.442782232826042
Ofaveolata000018,-0.376840736666029
Ofaveolata000019,0.0936302918516862
Ofaveolata000020,-0.172893006411858
Ofaveolata000021,-1.61930409158225
Ofaveolata000022,-0.687470528669088
Ofaveolata000023,-0.121835729698065
Ofaveolata000028,1.72868011459318
Ofaveolata000035,0.452048076773171
Ofaveolata000037,0.1533414900501
Ofaveolata000039,-1.07236088344114
Ofaveolata000042,1.3746228747351
Ofaveolata000045,-1.62958740415895
Ofaveolata000046,-0.736106394984016
Ofaveolata000047,-2.50009693844692
Ofaveolata000048,-0.922520809559026
Ofaveolata000049,1.24351537263021
Ofaveolata000050,0.262440942267904
Ofaveolata000052,0.264902657362035
Ofaveolata000053,1.19672011752388
Ofaveolata000057,-0.157445927915615
Ofaveolata000058,-0.612349198056721
Ofaveolata000062,-0.470781702162292
Ofaveolata000063,-1.37997075267166
Ofaveolata000069,-0.076825019039154
Ofaveolata000070,-0.544233382837964
Ofaveolata000073,-1.11263472748561
Ofaveolata000074,-0.943294233797461
Ofaveolata000075,-0.405697232749873
Ofaveolata000076,-0.700404284091754
Ofaveolata000079,-0.303475526781558
Ofaveolata000085,1.31512576274486
Ofaveolata000087,0.292414878663828
Ofaveolata000091,2.42979776093968
Ofaveolata000095,-0.870791705037204
Ofaveolata000097,-0.778621899709735
Ofaveolata000099,0.91599030916544
Ofaveolata000101,0.621100852697228
Ofaveolata000102,-0.62080107714106
Ofaveolata000104,-0.183478403660526
Ofaveolata000105,-0.00624478238008544
Ofaveolata000106,-0.396389336201829
Ofaveolata000107,-0.821972162729723
Ofaveolata000108,0.0260368599686165
Ofaveolata000109,-1.03546782872395
Ofaveolata000113,0.316140045761353
Ofaveolata000114,0.747690636031924
Ofaveolata000117,0.365931065888171
Ofaveolata000124,-2.23975469614002
Ofaveolata000125,0.296676415208023
Ofaveolata000126,-0.825594590921491
Ofaveolata000127,0.462839960268129
Ofaveolata000128,-0.0705387922473796
Ofaveolata000129,-0.268712577686325
Ofaveolata000131,-0.966501599822194
Ofaveolata000132,-0.461521554540202
Ofaveolata000134,-1.20540481108692
Ofaveolata000136,-1.0413769883672
Ofaveolata000138,2.88697106328926
Ofaveolata000139,-1.02620414066211
Ofaveolata000140,0.565341301766222
Ofaveolata000141,-1.3441353969639
Ofaveolata000143,0.211520054945613
Ofaveolata000144,-0.0882344614705184
Ofaveolata000145,0.432506444944549
Ofaveolata000146,-0.358545011980019
Ofaveolata000147,0.118635872239423
Ofaveolata000148,-2.45732248332167
Ofaveolata000150,-0.714089066898425
Ofaveolata000151,0.754669937768454
Ofaveolata000152,-1.35856009568429
Ofaveolata000153,-0.17635310285296
Ofaveolata000154,-1.66309406120987
Ofaveolata000161,0.12180101193265
Ofaveolata000162,0.695902197960991
Ofaveolata000163,-2.14625761637681
Ofaveolata000164,-0.364313244198865
Ofaveolata000166,-1.57581473355087
Ofaveolata000172,-0.372804410695507
Ofaveolata000173,0.125916581488578
Ofaveolata000174,-0.649853626500489
Ofaveolata000175,0.979079509395168
Ofaveolata000176,-0.826553143824492
Ofaveolata000187,-0.393219689178751
Ofaveolata000188,-0.447769066062913
Ofaveolata000189,0.527837054655046
Ofaveolata000190,1.12559969691387
Ofaveolata000192,-3.0977041631953
Ofaveolata000194,1.00889462977039
Ofaveolata000196,-0.426357686212227
Ofaveolata000197,-0.118908403337402
Ofaveolata000198,-0.361228000886402
Ofaveolata000199,-1.48811340003982
Ofaveolata000200,-0.117401096237045
Ofaveolata000201,-1.50802384119943
Ofaveolata000203,-2.75159289189818
Ofaveolata000205,2.76608741751887
Ofaveolata000213,0.719610502787173
Ofaveolata000214,-1.1297322958089
Ofaveolata000215,-1.02848308296545
Ofaveolata000216,0.123083809541931
Ofaveolata000218,-0.659826662724987
Ofaveolata000220,-0.341015510260659
Ofaveolata000221,-0.486738497216493
Ofaveolata000222,0.10669621238612
Ofaveolata000223,-0.224423961582329
Ofaveolata000225,0.332599931887147
Ofaveolata000226,2.34191833292545
Ofaveolata000228,-0.126694237438259
Ofaveolata000229,1.19358304992352
Ofaveolata000230,2.36915160481869
Ofaveolata000233,0.175463871319064
Ofaveolata000234,-0.265561851247757
Ofaveolata000236,-1.27210288685754
Ofaveolata000240,-0.390428335901871
Ofaveolata000241,0.340779279988791
Ofaveolata000242,-2.13153387981792
Ofaveolata000243,-0.144328660519316
Ofaveolata000247,-0.0369002500160011
Ofaveolata000248,1.32430367828739
Ofaveolata000249,-0.398940156455375
Ofaveolata000250,0.826176272953648
Ofaveolata000251,-1.0436042849471
